Code	EconomicType	FgTitle	StateTitle	LgTitle	ACCOUNT TYPE	LEVEL	TYPE
22020407	Expenditures	MAINTENANCE OF AIRCRAFTS	MAINTENANCE OF AIRCRAFTS	MAINTENANCE OF AIRCRAFTS	EXPENDITURE	5	DETAIL
22020408	Expenditures	MAINTENANCE OF SEA BOATS	MAINTENANCE OF SEA BOATS	MAINTENANCE OF SEA BOATS	EXPENDITURE	5	DETAIL
22020409	Expenditures	MAINTENANCE OF RAILWAY EQUIPMENT	MAINTENANCE OF RAILWAY EQUIPMENT	MAINTENANCE OF RAILWAY EQUIPMENT	EXPENDITURE	5	DETAIL
22020410	Expenditures	MAINTENANCE OF STREET LIGHTINGS	MAINTENANCE OF STREET LIGHTINGS	MAINTENANCE OF STREET LIGHTINGS	EXPENDITURE	5	DETAIL
22020411	Expenditures	MAINTENANCE OF COMMUNICATION EQUIPMENT	MAINTENANCE OF COMMUNICATION EQUIPMENT	MAINTENANCE OF COMMUNICATION EQUIPMENT	EXPENDITURE	5	DETAIL
22020412	Expenditures	MAINTENANCE OF MARKETS/PUBLIC PLACES	MAINTENANCE OF MARKETS/PUBLIC PLACES	MAINTENANCE OF MARKETS/PUBLIC PLACES	EXPENDITURE	5	DETAIL
22020413	Expenditures	MINOR ROAD MAINTENANCE	MINOR ROAD MAINTENANCE	MINOR ROAD MAINTENANCE	EXPENDITURE	5	DETAIL
220205	Expenditures	TRAINING - GENERAL	TRAINING - GENERAL	TRAINING - GENERAL	EXPENDITURE	4	GENERAL
22020501	Expenditures	LOCAL TRAINING	LOCAL TRAINING	LOCAL TRAINING	EXPENDITURE	5	DETAIL
22020502	Expenditures	INTERNATIONAL  TRAINING	INTERNATIONAL  TRAINING	INTERNATIONAL  TRAINING	EXPENDITURE	5	DETAIL
22020503	Revenue	N/A	N/A	CONT. TO LOCAL GOVT. SERVICE COMM. TRAINING FUND			
220206	Expenditures	OTHER SERVICES - GENERAL	OTHER SERVICES - GENERAL	OTHER SERVICES - GENERAL	EXPENDITURE	4	GENERAL
22020601	Expenditures	SECURITY SERVICES	SECURITY SERVICES	SECURITY SERVICES	EXPENDITURE	5	DETAIL
22020602	Expenditures	OFFICE RENT	OFFICE RENT	OFFICE RENT	EXPENDITURE	5	DETAIL
22020603	Expenditures	RESIDENTIAL RENT	RESIDENTIAL RENT	RESIDENTIAL RENT	EXPENDITURE	5	DETAIL
22020604	Expenditures	SECURITY VOTE (INCLUDING OPERATIONS)	SECURITY VOTE (INCLUDING OPERATIONS)	SECURITY VOTE (INCLUDING OPERATIONS)	EXPENDITURE	5	DETAIL
22020605	Expenditures	CLEANING & FUMIGATION SERVICES	CLEANING & FUMIGATION SERVICES	CLEANING & FUMIGATION SERVICES	EXPENDITURE	5	DETAIL
22020606	Expenditures	LAND USE CHARGES	LAND USE CHARGES	LAND USE CHARGES			
22020607	Expenditures	RESCUE SERVICES	RESCUE SERVICES	RESCUE SERVICES			
220207	Expenditures	CONSULTING & PROFESSIONAL SERVICES - GENERAL	CONSULTING & PROFESSIONAL SERVICES - GENERAL	CONSULTING & PROFESSIONAL SERVICES - GENERAL	EXPENDITURE	4	GENERAL
22020701	Expenditures	FINANCIAL CONSULTING	FINANCIAL CONSULTING	FINANCIAL CONSULTING	EXPENDITURE	5	DETAIL
22020702	Expenditures	INFORMATION TECHNOLOGY CONSULTING	INFORMATION TECHNOLOGY CONSULTING	INFORMATION TECHNOLOGY CONSULTING	EXPENDITURE	5	DETAIL
22020703	Expenditures	LEGAL SERVICES	LEGAL SERVICES	LEGAL SERVICES	EXPENDITURE	5	DETAIL
22020704	Expenditures	ENGINEERING SERVICES	ENGINEERING SERVICES	ENGINEERING SERVICES	EXPENDITURE	5	DETAIL
22020705	Expenditures	ARCHITECTURAL SERVICES	ARCHITECTURAL SERVICES	ARCHITECTURAL SERVICES	EXPENDITURE	5	DETAIL
22020706	Expenditures	SURVEYING SERVICES	SURVEYING SERVICES	SURVEYING SERVICES	EXPENDITURE	5	DETAIL
22020707	Expenditures	AGRICULTURAL CONSULTING	AGRICULTURAL CONSULTING	AGRICULTURAL CONSULTING	EXPENDITURE	5	DETAIL
22020708	Expenditures	MEDICAL CONSULTING	MEDICAL CONSULTING	MEDICAL CONSULTING	EXPENDITURE	5	DETAIL
22020709	Expenditures	AUDITING OF ACCOUNTS	AUDITING OF ACCOUNTS	AUDITING OF ACCOUNTS			
22020710	Expenditures					
220208	Expenditures	FUEL & LUBRICANTS - GENERAL	FUEL & LUBRICANTS - GENERAL	FUEL & LUBRICANTS - GENERAL	EXPENDITURE	4	GENERAL
22020801	Expenditures	MOTOR VEHICLE  FUEL COST	MOTOR VEHICLE  FUEL COST	MOTOR VEHICLE  FUEL COST	EXPENDITURE	5	DETAIL
22020802	Expenditures	OTHER TRANSPORT EQUIPMENT FUEL COST	OTHER TRANSPORT EQUIPMENT FUEL COST	OTHER TRANSPORT EQUIPMENT FUEL COST	EXPENDITURE	5	DETAIL
22020803	Expenditures	PLANT/GENERATOR FUEL COST	PLANT / GENERATOR FUEL COST	PLANT / GENERATOR FUEL COST	EXPENDITURE	5	DETAIL
22020804	Expenditures	AIRCRAFT FUEL COST	AIRCRAFT FUEL COST	AIRCRAFT FUEL COST	EXPENDITURE	5	DETAIL
22020805	Expenditures	SEA BOAT FUEL COST	SEA BOAT FUEL COST	SEA BOAT FUEL COST	EXPENDITURE	5	DETAIL
22020806	Expenditures	COOKING GAS/FUEL COST	COOKING GAS/FUEL COST	COOKING GAS/FUEL COST	EXPENDITURE	5	DETAIL
220209	Expenditures	FINANCIAL CHARGES - GENERAL	FINANCIAL CHARGES - GENERAL	FINANCIAL CHARGES - GENERAL	EXPENDITURE	4	GENERAL
22020901	Expenditures	BANK CHARGES (OTHER THAN INTEREST)	BANK CHARGES (OTHER THAN INTEREST)	BANK CHARGES (OTHER THAN INTEREST)	EXPENDITURE	5	DETAIL
22020902	Expenditures	INSURANCE PREMIUM	INSURANCE PREMIUM	INSURANCE PREMIUM	EXPENDITURE	5	DETAIL
22020903	Expenditures			EXPENDITURE	5	DETAIL
22020904	Expenditures	OTHER  CRF BANK CHARGES	OTHER  CRF BANK CHARGES	OTHER  CRF BANK CHARGES	EXPENDITURE	5	DETAIL
22020905	Expenditures	INTEREST/DISCOUNT ON FOREIGN  LOAN	INTEREST/DISCOUNT ON FOREIGN  LOAN	INTEREST/DISCOUNT ON FOREIGN  LOAN			
22020906	Expenditures	FOREIGN INTEREST/DISCOUNT - SHORT TERM BORROWINGS	FOREIGN INTEREST/DISCOUNT - SHORT TERM BORROWINGS	FOREIGN INTEREST/DISCOUNT - SHORT TERM BORROWINGS			
22020907	Expenditures	DOMESTIC INTEREST/DISCOUNT - TREASURY BILL	DOMESTIC INTEREST/DISCOUNT - TREASURY BILL	DOMESTIC INTEREST/DISCOUNT - TREASURY BILL			
22020908	Expenditures	DOMESTIC INTEREST/DISCOUNT - SHORT TERM BORROWINGS	DOMESTIC INTEREST/DISCOUNT - SHORT TERM BORROWINGS	DOMESTIC INTEREST/DISCOUNT - SHORT TERM BORROWINGS			
220210	Expenditures	MISCELLANEOUS EXPENSES GENERAL	MISCELLANEOUS EXPENSES GENERAL	MISCELLANEOUS EXPENSES GENERAL	EXPENDITURE	4	GENERAL
22021001	Expenditures	REFRESHMENT & MEALS	REFRESHMENT & MEALS	REFRESHMENT & MEALS	EXPENDITURE	5	DETAIL
22021002	Expenditures	HONORARIUM & SITTING ALLOWANCE	HONORARIUM & SITTING ALLOWANCE	HONORARIUM & SITTING ALLOWANCE	EXPENDITURE	5	DETAIL
22021003	Expenditures	PUBLICITY & ADVERTISEMENTS	PUBLICITY & ADVERTISEMENTS	PUBLICITY & ADVERTISEMENTS	EXPENDITURE	5	DETAIL
22021004	Expenditures	MEDICAL EXPENSES	MEDICAL EXPENSES-LOCAL	MEDICAL EXPENSES-LOCAL	EXPENDITURE	5	DETAIL
22021005	Expenditures	FOREIGN SERVICE SCHOOL FEES PAYMENT	N/A	N/A	EXPENDITURE	5	DETAIL
22021006	Expenditures	POSTAGES & COURIER SERVICES	POSTAGES & COURIER SERVICES	POSTAGES & COURIER SERVICES	EXPENDITURE	5	DETAIL
22021007	Expenditures	WELFARE PACKAGES	WELFARE PACKAGES	WELFARE PACKAGES	EXPENDITURE	5	DETAIL
22021008	Expenditures	SUBSCRIPTION TO PROFESSIONAL BODIES	SUBSCRIPTION TO PROFESSIONAL BODIES	SUBSCRIPTION TO PROFESSIONAL BODIES	EXPENDITURE	5	DETAIL
22021009	Expenditures	SPORTING ACTIVITIES	SPORTING ACTIVITIES	SPORTING ACTIVITIES	EXPENDITURE	5	DETAIL
22021010	Expenditures	DIRECT TEACHING & LABORATORY COST	DIRECT TEACHING & LABORATORY COST	DIRECT TEACHING & LABORATORY COST	EXPENDITURE	5	DETAIL
22021011	Expenditures	RECRUITMENT AND APPOINTMENT (SERVICE WIDE)	N/A	N/A	EXPENDITURE	5	DETAIL
22021012	Expenditures	DISCIPLINE AND APPEAL (SERVICE WIDE)	N/A	N/A	EXPENDITURE	5	DETAIL
22021013	Expenditures	PROMOTION (SERVICE WIDE)	N/A	N/A	EXPENDITURE	5	DETAIL
22021014	Expenditures	ANNUAL BUDGET EXPENSES & ADMINISTRATION	ANNUAL BUDGET EXPENSES & ADMINISTRATION	ANNUAL BUDGET EXPENSES & ADMINISTRATION	EXPENDITURE	5	DETAIL
22021015	Expenditures			EXPENDITURE	5	DETAIL
22021016	Expenditures			EXPENDITURE	5	DETAIL
22021017	Expenditures			EXPENDITURE	5	DETAIL
22021018	Expenditures			EXPENDITURE	5	DETAIL
22021019	Expenditures					
22021020	Expenditures	ELECTION-LOGISTICS SUPPORT	ELECTION-LOGISTICS SUPPORT	ELECTION-LOGISTICS SUPPORT			
22021021	Expenditures					
22021022	Expenditures					
22021023	Expenditures					
22021024	Expenditures					
22021025	Expenditures					
22021026	Expenditures					
22021027	Expenditures					
22021028	Expenditures					
22021029	Expenditures					
22021030	Expenditures					
22021031	Expenditures					
22021032	Expenditures					
22021033	Expenditures					
22021034	Expenditures					
22021035	Expenditures					
22021036	Expenditures					
22021037	Expenditures	MARGIN FOR INCREASE IN COSTS	MARGIN FOR INCREASE IN COSTS	MARGIN FOR INCREASE IN COSTS			
22021038	Expenditures					
22021039	Expenditures					
22021040	Expenditures					
22021041	Expenditures	CONTINGENCY	CONTINGENCY	CONTINGENCY			
22021042	Expenditures	RECURRENT ADJUSTMENT	RECURRENT ADJUSTMENT	RECURRENT ADJUSTMENT			
22021043	Expenditures			EXPENDITURE	5	DETAIL
22021044	Expenditures			EXPENDITURE	5	DETAIL
22021045	Expenditures			EXPENDITURE	5	DETAIL
22021046	Expenditures					
2203	Expenditures			EXPENDITURE	3	GENERAL
220301	Expenditures			EXPENDITURE	4	GENERAL
22030101	Expenditures			EXPENDITURE	5	DETAIL
22030102	Expenditures			EXPENDITURE	5	DETAIL
22030103	Expenditures			EXPENDITURE	5	DETAIL
22030104	Expenditures			EXPENDITURE	5	DETAIL
22030105	Expenditures			EXPENDITURE	5	DETAIL
22030106	Expenditures			EXPENDITURE	5	DETAIL
22030107	Expenditures			EXPENDITURE	5	DETAIL
22030108	Expenditures			EXPENDITURE	5	DETAIL
2204	Expenditures	GRANTS AND CONTRIBUTIONS GENERAL	GRANTS AND CONTRIBUTIONS GENERAL	GRANTS AND CONTRIBUTIONS GENERAL	EXPENDITURE	3	GENERAL
220401	Expenditures	DOMESTIC GRANTS AND CONTRIBUTIONS	LOCAL GRANTS AND CONTRIBUTIONS	LOCAL GRANTS AND CONTRIBUTIONS	EXPENDITURE	4	GENERAL
22040101	Expenditures	GRANT TO STATE GOVERNMENTS - CURRENT	GRANT TO OTHER STATE GOVERNMENTS - CURRENT	GRANT TO OTHER  GOVERNMENTS - CURRENT	EXPENDITURE	5	DETAIL
22040102	Expenditures			EXPENDITURE	5	DETAIL
22040103	Expenditures	GRANT TO LOCAL GOVERNMENTS -CURRENT	GRANT TO LOCAL GOVERNMENTS -CURRENT	GRANT TO LOCAL GOVERNMENTS -CURRENT	EXPENDITURE	5	DETAIL
22040104	Expenditures			EXPENDITURE	5	DETAIL
22040105	Expenditures	GRANTS TO GOVERNMENT OWNED COMPANIES - CURRENT	GRANTS TO GOVERNMENT OWNED COMPANIES - CURRENT	GRANTS TO GOVERNMENT OWNED COMPANIES - CURRENT	EXPENDITURE	5	DETAIL
22040106	Expenditures			EXPENDITURE	5	DETAIL
22040107	Expenditures	GRANT TO PRIVATE COMPANIES - CURRENT	GRANT TO PRIVATE COMPANIES - CURRENT	GRANT TO PRIVATE COMPANIES - CURRENT	EXPENDITURE	5	DETAIL
22040108	Expenditures			EXPENDITURE	5	DETAIL
22040109	Expenditures	GRANTS TO COMMUNITIES/NGOs	GRANTS TO COMMUNITIES/NGOs	GRANTS TO COMMUNITIES/NGOs	EXPENDITURE	5	DETAIL
22040110	Expenditures	GRANTS TO ACADEMIC INSTITUTIONS	GRANTS TO ACADEMIC INSTITUTIONS	GRANTS TO ACADEMIC INSTITUTIONS			
22040111	Expenditures	CONTRIBUTION TO TRADITIONAL COUNCILS	CONTRIBUTION TO TRADITIONAL COUNCILS	CONTRIBUTION TO TRADITIONAL COUNCILS			
22040112	Expenditures	N/A	N/A	CONTRIBUTION TO MIN. FOR LG/BUREAU FOR ADM. EXPENSES			
22040113	Expenditures	N/A	N/A	CONTRIBUTION TO ECOLOGICAL FUND			
220402	Expenditures	FOREIGN GRANTS AND CONTRIBUTIONS	FOREIGN GRANTS AND CONTRIBUTIONS	FOREIGN GRANTS AND CONTRIBUTIONS	EXPENDITURE	4	GENERAL
22040201	Expenditures	GRANT TO FOREIGN GOVERNMENTS	N/A	N/A	EXPENDITURE	5	DETAIL
22040202	Expenditures	GRANT TO FOREIGN INTERNATIONAL ORGANIZATIONS	N/A	N/A	EXPENDITURE	5	DETAIL
22040203	Expenditures	CONTRIBUTION TO INTERNATIONAL ORGANIZATION	CONTRIBUTION TO INTERNATIONAL ORGANIZATION	CONTRIBUTION TO INTERNATIONAL ORGANIZATION			
22040204	Expenditures	EXTERNAL FINANCIAL OBLIGATIONS	EXTERNAL FINANCIAL OBLIGATIONS	EXTERNAL FINANCIAL OBLIGATIONS			
2205	Expenditures	SUBSIDIES GENERAL	SUBSIDIES GENERAL	SUBSIDIES GENERAL	EXPENDITURE	3	GENERAL
220501	Expenditures	SUBSIDY TO PUBLIC/PUBLIC INSTITUTIONS	SUBSIDY TO PUBLIC/PUBLIC INSTITUTIONS	SUBSIDY TO PUBLIC/PUBLIC INSTITUTIONS	EXPENDITURE	4	GENERAL
22050101	Expenditures	SUBSIDY TO GOVERNMENT OWNED COMPANIES	SUBSIDY TO GOVERNMENT OWNED COMPANIES	SUBSIDY TO GOVERNMENT OWNED COMPANIES	EXPENDITURE	5	DETAIL
22050102	Expenditures	MEAL SUBSIDY	MEAL SUBSIDY	MEAL SUBSIDY	EXPENDITURE	5	DETAIL
22050103	Expenditures					
22050104	Expenditures	PETROLEUM/ENERGY SUBSIDY	PETROLEUM/ENERGY SUBSIDY	PETROLEUM/ENERGY SUBSIDY			
22050105	Expenditures	EDUCATION SUBSIDY	EDUCATION SUBSIDY	EDUCATION SUBSIDY			
22050106	Expenditures	AGRICULTURAL INPUTS SUBSIDY	AGRICULTURAL INPUTS SUBSIDY	AGRICULTURAL INPUTS SUBSIDY			
22050107	Expenditures	HEALTH SUBSIDY	HEALTH SUBSIDY	HEALTH SUBSIDY			
22050108	Expenditures	RELIGIOUS PILGRIMAGE SUBSIDY	RELIGIOUS PILGRIMAGE SUBSIDY	RELIGIOUS PILGRIMAGE SUBSIDY			
220502	Expenditures	SUBSIDY TO PRIVATE COMPANIES	SUBSIDY TO PRIVATE COMPANIES	SUBSIDY TO PRIVATE COMPANIES	EXPENDITURE	4	GENERAL
22050201	Expenditures	SUBSIDY TO PRIVATE COMPANIES	SUBSIDY TO PRIVATE COMPANIES	N/A	EXPENDITURE	5	DETAIL
2206	Expenditures			EXPENDITURE	3	GENERAL
220601	Expenditures			EXPENDITURE	4	GENERAL
22060101	Expenditures			EXPENDITURE	5	GENERAL
22060102	Expenditures			EXPENDITURE	5	DETAIL
220602	Expenditures			EXPENDITURE	4	GENERAL
22060201	Expenditures			EXPENDITURE	5	GENERAL
22060202	Expenditures			EXPENDITURE	5	DETAIL
220603	Expenditures			EXPENDITURE	4	GENERAL
22060301	Expenditures			EXPENDITURE	5	DETAIL
2207	Expenditures	TRANSFERS-PAYMENT	TRANSFERS-PAYMENT	TRANSFERS-PAYMENT			
220701	Expenditures	TRANSFER TO FUND RECURRENT EXPENDITURE-PAYMENT	TRANSFER TO FUND RECURRENT EXPENDITURE-PAYMENT	TRANSFER TO FUND RECURRENT EXPENDITURE-PAYMENT			
22070101	Expenditures	PAYMENT  FROM CRF TO FUND MDA RECURRENT EXPENDITURE	PAYMENT  FROM CRF TO FUND MDA RECURRENT EXPENDITURE	PAYMENT  FROM CRF TO FUND MDA RECURRENT EXPENDITURE			
22070102	Expenditures	PAYMENT TO OTHER AGENCY  TO FUND RECURRENT EXPENDITURE	PAYMENT TO OTHER AGENCY  TO FUND RECURRENT EXPENDITURE	PAYMENT TO OTHER AGENCY  TO FUND RECURRENT EXPENDITURE			
22070103	Expenditures	N/A	PAYMENT OF SHARE OF STATE IGR TO LOCAL GOVERNMENTS	N/A			
22070104	Expenditures	CRF REVENUE REMITTANCE BY PSEs	CRF REVENUE REMITTANCE BY PSEs	CRF REVENUE REMITTANCE BY PSEs			
2208	Expenditures	TRANSFERS-PAYMENT TO INDIVIDUALS	TRANSFERS-PAYMENT TO INDIVIDUALS	TRANSFERS-PAYMENT TO INDIVIDUALS			
220801	Expenditures	TRANSFERS-PAYMENT TO INDIVIDUALS	TRANSFERS-PAYMENT TO INDIVIDUALS	TRANSFERS-PAYMENT TO INDIVIDUALS			
22080101	Expenditures	TRANSFERS-PAYMENT TO UNEMPLOYED	TRANSFERS-PAYMENT TO UNEMPLOYED	TRANSFERS-PAYMENT TO UNEMPLOYED			
22080102	Expenditures	TRANSFERS-PAYMENT TO AGED/VULNERABLE GROUP	TRANSFERS-PAYMENT TO AGED/VULNERABLE GROUP	TRANSFERS-PAYMENT TO AGED/VULNERABLE GROUP			
2209	Expenditures	LOSS ON FOREIGN EXCHANGE	LOSS ON FOREIGN EXCHANGE	LOSS ON FOREIGN EXCHANGE			
220901	Expenditures	LOSS ON FOREIGN EXCHANGE	LOSS ON FOREIGN EXCHANGE	LOSS ON FOREIGN EXCHANGE			
22090101	Expenditures	LOSS ON FOREIGN EXCHANGE	LOSS ON FOREIGN EXCHANGE	LOSS ON FOREIGN EXCHANGE			
23	Expenditures	RESEARCH AND DEVELOPMENT (R&D) - EXPENSE	RESEARCH AND DEVELOPMENT - RECURRENT	RESEARCH AND DEVELOPMENT - RECURRENT			
2305	Expenditures	RESEARCH AND DEVELOPMENT (R&D) - EXPENSE	RESEARCH AND DEVELOPMENT - RECURRENT (R&D)	RESEARCH AND DEVELOPMENT - RECURRENT (R&D)	EXPENDITURE	3	GENERAL
230501	Expenditures	RESEARCH AND DEVELOPMENT (R&D) - EXPENSE	RESEARCH AND DEVELOPMENT - RECURRENT (R&D)	RESEARCH AND DEVELOPMENT - RECURRENT (R&D)	EXPENDITURE	4	GENERAL
23050101	Expenditures	RESEARCH AND DEVELOPMENT (R&D) - EXPENSE	RESEARCH AND DEVELOPMENT - RECURRENT (R&D)	RESEARCH AND DEVELOPMENT - RECURRENT (R&D)	EXPENDITURE	5	DETAIL
24	Expenditures	DEPRECIATION CHARGES	DEPRECIATION CHARGES	DEPRECIATION CHARGES	EXPENDITURE	2	GENERAL
2401	Expenditures	DEPRECIATION CHARGES - PPE	DEPRECIATION CHARGES - PPE	DEPRECIATION CHARGES - PPE	EXPENDITURE	3	GENERAL
240101	Expenditures	DEPRECIAITION CHARGES - LAND & BUILDINGS -GENERAL	DEPRECIAITION CHARGES - LAND & BUILDINGS -GENERAL	DEPRECIAITION CHARGES - LAND & BUILDINGS -GENERAL	EXPENDITURE	4	GENERAL
24010101	Expenditures	DEPRECIATION CHARGES - LAND & BUILDINGS - OFFICE	DEPRECIATION CHARGES - LAND & BUILDINGS - OFFICE	DEPRECIATION CHARGES - LAND & BUILDINGS - OFFICE	EXPENDITURE	5	DETAIL
24010102	Expenditures	DEPRECIATION CHARGES -  LAND & BUILDINGS - RESIDENTIAL	DEPRECIATION CHARGES -  LAND & BUILDINGS - RESIDENTIAL	DEPRECIATION CHARGES -  LAND & BUILDINGS - RESIDENTIAL	EXPENDITURE	5	DETAIL
24010103	Expenditures	DEPRECIATION CHARGES -  SILOS	DEPRECIATION CHARGES -  SILOS	DEPRECIATION CHARGES -  SILOS	EXPENDITURE	5	DETAIL
24010104	Expenditures	DEPRECIATION CHARGES -  OTHER STORAGE FACILITIES	DEPRECIATION CHARGES -  OTHER STORAGE FACILITIES	DEPRECIATION CHARGES -  OTHER STORAGE FACILITIES	EXPENDITURE	5	DETAIL
240102	Expenditures	DEPRECIATION CHARGES - INFRASTRUCTURE - GENERAL	DEPRECIATION CHARGES - INFRASTRUCTURE - GENERAL	DEPRECIATION CHARGES - INFRASTRUCTURE - GENERAL	EXPENDITURE	5	DETAIL
24010201	Expenditures	DEPRECIATION CHARGES - RAILS	DEPRECIATION CHARGES - RAILS	DEPRECIATION CHARGES - RAILS	EXPENDITURE	5	DETAIL
24010202	Expenditures	DEPRECIATION CHARGES - ROADS & BRIDGES	DEPRECIATION CHARGES - ROADS & BRIDGES	DEPRECIATION CHARGES - ROADS & BRIDGES	EXPENDITURE	5	DETAIL
24010203	Expenditures	DEPRECIATION CHARGES - AIRPORTS	DEPRECIATION CHARGES - AIRPORTS	DEPRECIATION CHARGES - AIRPORTS	EXPENDITURE	5	DETAIL
24010204	Expenditures	DEPRECIATION CHARGES - HARBOURS/SEA PORTS	DEPRECIATION CHARGES - HARBOURS/ SEA PORTS	DEPRECIATION CHARGES - HARBOURS/ SEA PORTS	EXPENDITURE	5	DETAIL
24010205	Expenditures	DEPRECIATION CHARGES - ZOOS, PARKS & RESERVES	DEPRECIATION CHARGES - ZOOS, PARKS & RESERVES	DEPRECIATION CHARGES - ZOOS, PARKS & RESERVES	EXPENDITURE	5	DETAIL
24010206	Expenditures	DEPRECIATION CHARGES - SECURITY INSTALLATIONS/ EQUIPMENT	DEPRECIATION CHARGES - SECURITY INSTALLATIONS/ EQUIPMENT	DEPRECIATION CHARGES - SECURITY INSTALLATIONS/ EQUIPMENT	EXPENDITURE	5	DETAIL
24010207	Expenditures	DEPRECIATION CHARGES - ELECTRICITY TRANSMISSION NETWORK	DEPRECIATION CHARGES - ELECTRICITY TRANSMISSION NETWORK	DEPRECIATION CHARGES - ELECTRICITY TRANSMISSION NETWORK	EXPENDITURE	5	DETAIL
24010208	Expenditures	DEPRECIATION CHARGES - WATER DISTRIBUTION NETWORK	DEPRECIATION CHARGES - WATER DISTRIBUTION NETWORK	DEPRECIATION CHARGES - WATER DISTRIBUTION NETWORK	EXPENDITURE	5	DETAIL
24010209	Expenditures	DEPRECIATION CHARGES - SEWAGE/ DRAINAGE NETWORK	DEPRECIATION CHARGES - SEWAGE/ DRAINAGE NETWORK	DEPRECIATION CHARGES - SEWAGE/ DRAINAGE NETWORK	EXPENDITURE	5	DETAIL
24010210	Expenditures	DEPRECIATION CHARGES - DAMS	DEPRECIATION CHARGES - DAMS	DEPRECIATION CHARGES - DAMS	EXPENDITURE	5	DETAIL
24010211	Expenditures	DEPRECIATION CHARGES - SPECIALISED RESEARCH EQUIPMENT (E.G. SATELLITE)	DEPRECIATION CHARGES - SPECIALISED RESEARCH EQUIPMENT (E.G. SATELLITE)	DEPRECIATION CHARGES - SPECIALISED RESEARCH EQUIPMENT (E.G. SATELLITE)	EXPENDITURE	5	DETAIL
24010212	Expenditures	DEPRECIATION CHARGES -BOREHOLES & OTHER WATER FACILITIES	DEPRECIATION CHARGES -BOREHOLES & OTHER WATER FACILITIES	DEPRECIATION CHARGES -BOREHOLES & OTHER WATER FACILITIES			
24010213	Expenditures	DEPRECIATION CHARGES -WASTE DISPOSAL EQUIPMENTS	DEPRECIATION CHARGES -WASTE DISPOSAL EQUIPMENTS	DEPRECIATION CHARGES -WASTE DISPOSAL EQUIPMENTS			
240103	Expenditures	DEPRECIATION CHARGES - PLANT & MACHINERY - GENERAL	DEPRECIATION CHARGES - PLANT & MACHINERY - GENERAL	DEPRECIATION CHARGES - PLANT & MACHINERY - GENERAL	EXPENDITURE	4	GENERAL
24010301	Expenditures	DEPRECIATION CHARGES - EARTH MOVING EQUIPMENT - BULL DOZERS ETC.	DEPRECIATION CHARGES - EARTH MOVING EQUIPMENT - BULL DOZERS ETC.	DEPRECIATION CHARGES - EARTH MOVING EQUIPMENT - BULL DOZERS ETC.	EXPENDITURE	5	DETAIL
24010302	Expenditures	DEPRECIATION CHARGES - INDUSTRIAL EQUIPMENT	DEPRECIATION CHARGES - INDUSTRIAL EQUIPMENT	DEPRECIATION CHARGES - INDUSTRIAL EQUIPMENT	EXPENDITURE	5	DETAIL
24010303	Expenditures	DEPRECIATION CHARGES - NAVIGATIONAL EQUIPMENT	DEPRECIATION CHARGES - NAVIGATIONAL EQUIPMENT	DEPRECIATION CHARGES - NAVIGATIONAL EQUIPMENT	EXPENDITURE	5	DETAIL
24010304	Expenditures	DEPRECIATION CHARGES - POWER PLANTS	DEPRECIATION CHARGES - POWER PLANTS	DEPRECIATION CHARGES - POWER PLANTS	EXPENDITURE	5	DETAIL
24010305	Expenditures	DEPRECIATION CHARGES - POWER GENERATING SETS	DEPRECIATION CHARGES - POWER GENERATING SETS	DEPRECIATION CHARGES - POWER GENERATING SETS	EXPENDITURE	5	DETAIL
24010306	Expenditures	DEPRECIATION CHARGES - BROADCAST & COMMUNICATION EQUIPMENTS	DEPRECIATION CHARGES - BROADCAST & COMMUNICATION EQUIPMENTS	DEPRECIATION CHARGES - BROADCAST & COMMUNICATION EQUIPMENTS			
240104	Expenditures	DEPRECIATION CHARGES - TRANSPORTATION EQUIPMENT - GENERAL	DEPRECIATION CHARGES - TRANSPORTATION EQUIPMENT - GENERAL	DEPRECIATION CHARGES - TRANSPORTATION EQUIPMENT - GENERAL	EXPENDITURE	4	GENERAL
24010401	Expenditures	DEPRECIATION CHARGES - SHIPS	DEPRECIATION CHARGES - SHIPS	DEPRECIATION CHARGES - SHIPS	EXPENDITURE	5	DETAIL
24010402	Expenditures	DEPRECIATION CHARGES - AIR CRAFTS	DEPRECIATION CHARGES - AIR CRAFTS	DEPRECIATION CHARGES - AIR CRAFTS	EXPENDITURE	5	DETAIL
24010403	Expenditures	DEPRECIATION CHARGES - TRAINS	DEPRECIATION CHARGES - TRAINS	DEPRECIATION CHARGES - TRAINS	EXPENDITURE	5	DETAIL
24010404	Expenditures	DEPRECIATION CHARGES - SEA BOATS	DEPRECIATION CHARGES - SEA BOATS	DEPRECIATION CHARGES - SEA BOATS	EXPENDITURE	5	DETAIL
24010405	Expenditures	DEPRECIATION CHARGES - MOTOR VEHICLES	DEPRECIATION CHARGES - MOTOR VEHICLES	DEPRECIATION CHARGES - MOTOR VEHICLES	EXPENDITURE	5	DETAIL
24010406	Expenditures	DEPRECIATION CHARGES - TRICYCLE	DEPRECIATION CHARGES - TRICYCLE	DEPRECIATION CHARGES - TRICYCLE	EXPENDITURE	5	DETAIL
24010407	Expenditures	DEPRECIATION CHARGES - MOTOR CYCLES	DEPRECIATION CHARGES - MOTOR CYCLES	DEPRECIATION CHARGES - MOTOR CYCLES	EXPENDITURE	5	DETAIL
